,Simulation number,Probability of honest cars,Probability of coerced cars,Expected Number of Edges
0,0,0.1,0.3,0.9320400000000001
1,1,0.1,0.3,0.9320400000000001
2,2,0.1,0.3,0.9320400000000001
3,3,0.1,0.3,0.9320400000000001
4,4,0.1,0.3,0.9320400000000001
5,5,0.1,0.3,0.9320400000000001
6,6,0.1,0.3,0.9320400000000001
7,7,0.1,0.3,0.9320400000000001
8,8,0.1,0.3,0.9320400000000001
9,9,0.1,0.3,0.9320400000000001
