,Simulation number,Probability of honest cars,Probability of coerced cars,Expected Number of Edges
0,0,0.9,0.7,0.34355999999999987
1,1,0.9,0.7,0.34355999999999987
2,2,0.9,0.7,0.34355999999999987
3,3,0.9,0.7,0.34355999999999987
4,4,0.9,0.7,0.34355999999999987
5,5,0.9,0.7,0.34355999999999987
6,6,0.9,0.7,0.34355999999999987
7,7,0.9,0.7,0.34355999999999987
8,8,0.9,0.7,0.34355999999999987
9,9,0.9,0.7,0.34355999999999987
