,Simulation number,Probability of honest cars,Probability of coerced cars,Expected Number of Edges
0,0,0.7,0.1,0.18000000000000005
1,1,0.7,0.1,0.18000000000000005
2,2,0.7,0.1,0.18000000000000005
3,3,0.7,0.1,0.18000000000000005
4,4,0.7,0.1,0.18000000000000005
5,5,0.7,0.1,0.18000000000000005
6,6,0.7,0.1,0.18000000000000005
7,7,0.7,0.1,0.18000000000000005
8,8,0.7,0.1,0.18000000000000005
9,9,0.7,0.1,0.18000000000000005
