,Simulation number,Probability of honest cars,Probability of coerced cars,Expected Number of Edges
0,0,0.7,0.9,1.6200000000000006
1,1,0.7,0.9,1.6200000000000006
2,2,0.7,0.9,1.6200000000000006
3,3,0.7,0.9,1.6200000000000006
4,4,0.7,0.9,1.6200000000000006
5,5,0.7,0.9,1.6200000000000006
6,6,0.7,0.9,1.6200000000000006
7,7,0.7,0.9,1.6200000000000006
8,8,0.7,0.9,1.6200000000000006
9,9,0.7,0.9,1.6200000000000006
