,Simulation number,Probability of honest cars,Probability of coerced cars,Expected Number of Edges
0,0,0.2,0.8,3.8400000000000016
1,1,0.2,0.8,3.8400000000000016
2,2,0.2,0.8,3.8400000000000016
3,3,0.2,0.8,3.8400000000000016
4,4,0.2,0.8,3.8400000000000016
5,5,0.2,0.8,3.8400000000000016
6,6,0.2,0.8,3.8400000000000016
7,7,0.2,0.8,3.8400000000000016
8,8,0.2,0.8,3.8400000000000016
9,9,0.2,0.8,3.8400000000000016
