,Simulation number,Probability of honest cars,Probability of coerced cars,Expected Number of Edges
0,0,0.1,0.4,2.1600000000000006
1,1,0.1,0.4,2.1600000000000006
2,2,0.1,0.4,2.1600000000000006
3,3,0.1,0.4,2.1600000000000006
4,4,0.1,0.4,2.1600000000000006
5,5,0.1,0.4,2.1600000000000006
6,6,0.1,0.4,2.1600000000000006
7,7,0.1,0.4,2.1600000000000006
8,8,0.1,0.4,2.1600000000000006
9,9,0.1,0.4,2.1600000000000006
