,Simulation number,Probability of honest cars,Probability of coerced cars,Expected Number of Edges
0,0,0.6,0.8,1.9200000000000004
1,1,0.6,0.8,1.9200000000000004
2,2,0.6,0.8,1.9200000000000004
3,3,0.6,0.8,1.9200000000000004
4,4,0.6,0.8,1.9200000000000004
5,5,0.6,0.8,1.9200000000000004
6,6,0.6,0.8,1.9200000000000004
7,7,0.6,0.8,1.9200000000000004
8,8,0.6,0.8,1.9200000000000004
9,9,0.6,0.8,1.9200000000000004
