,Simulation number,Probability of honest cars,Probability of coerced cars,Expected Number of Edges
0,0,0.8,0.5,0.5999999999999999
1,1,0.8,0.5,0.5999999999999999
2,2,0.8,0.5,0.5999999999999999
3,3,0.8,0.5,0.5999999999999999
4,4,0.8,0.5,0.5999999999999999
5,5,0.8,0.5,0.5999999999999999
6,6,0.8,0.5,0.5999999999999999
7,7,0.8,0.5,0.5999999999999999
8,8,0.8,0.5,0.5999999999999999
9,9,0.8,0.5,0.5999999999999999
