,Simulation number,Probability of honest cars,Probability of coerced cars,Expected Number of Edges
0,0,0.7,0.9,5.461428
1,1,0.7,0.9,5.461428
2,2,0.7,0.9,5.461428
3,3,0.7,0.9,5.461428
4,4,0.7,0.9,5.461428
5,5,0.7,0.9,5.461428
6,6,0.7,0.9,5.461428
7,7,0.7,0.9,5.461428
8,8,0.7,0.9,5.461428
9,9,0.7,0.9,5.461428
