,Simulation number,Probability of honest cars,Probability of coerced cars,Expected Number of Edges
0,0,0.9,0.3,4.882212
1,1,0.9,0.3,4.882212
2,2,0.9,0.3,4.882212
3,3,0.9,0.3,4.882212
4,4,0.9,0.3,4.882212
5,5,0.9,0.3,4.882212
6,6,0.9,0.3,4.882212
7,7,0.9,0.3,4.882212
8,8,0.9,0.3,4.882212
9,9,0.9,0.3,4.882212
