,Simulation number,Probability of honest cars,Probability of coerced cars,Expected Number of Edges
0,0,0.9,0.9,5.809644
1,1,0.9,0.9,5.809644
2,2,0.9,0.9,5.809644
3,3,0.9,0.9,5.809644
4,4,0.9,0.9,5.809644
5,5,0.9,0.9,5.809644
6,6,0.9,0.9,5.809644
7,7,0.9,0.9,5.809644
8,8,0.9,0.9,5.809644
9,9,0.9,0.9,5.809644
