,Simulation number,Probability of honest cars,Probability of coerced cars,Expected Number of Edges
0,0,0.2,0.8,3.7123840000000023
1,1,0.2,0.8,3.7123840000000023
2,2,0.2,0.8,3.7123840000000023
3,3,0.2,0.8,3.7123840000000023
4,4,0.2,0.8,3.7123840000000023
5,5,0.2,0.8,3.7123840000000023
6,6,0.2,0.8,3.7123840000000023
7,7,0.2,0.8,3.7123840000000023
8,8,0.2,0.8,3.7123840000000023
9,9,0.2,0.8,3.7123840000000023
