,Simulation number,Probability of honest cars,Probability of coerced cars,Expected Number of Edges
0,0,0.4,0.6,2.791296
1,1,0.4,0.6,2.791296
2,2,0.4,0.6,2.791296
3,3,0.4,0.6,2.791296
4,4,0.4,0.6,2.791296
5,5,0.4,0.6,2.791296
6,6,0.4,0.6,2.791296
7,7,0.4,0.6,2.791296
8,8,0.4,0.6,2.791296
9,9,0.4,0.6,2.791296
