,Simulation number,Probability of honest cars,Probability of coerced cars,Expected Number of Edges
0,0,0.2,0.3,0.744064
1,1,0.2,0.3,0.744064
2,2,0.2,0.3,0.744064
3,3,0.2,0.3,0.744064
4,4,0.2,0.3,0.744064
5,5,0.2,0.3,0.744064
6,6,0.2,0.3,0.744064
7,7,0.2,0.3,0.744064
8,8,0.2,0.3,0.744064
9,9,0.2,0.3,0.744064
