,Simulation number,Probability of honest cars,Probability of coerced cars,Expected Number of Edges
0,0,0.8,0.1,3.513408
1,1,0.8,0.1,3.513408
2,2,0.8,0.1,3.513408
3,3,0.8,0.1,3.513408
4,4,0.8,0.1,3.513408
5,5,0.8,0.1,3.513408
6,6,0.8,0.1,3.513408
7,7,0.8,0.1,3.513408
8,8,0.8,0.1,3.513408
9,9,0.8,0.1,3.513408
