,Simulation number,Probability of honest cars,Probability of coerced cars,Expected Number of Edges
0,0,0.6,0.6,3.625344
1,1,0.6,0.6,3.625344
2,2,0.6,0.6,3.625344
3,3,0.6,0.6,3.625344
4,4,0.6,0.6,3.625344
5,5,0.6,0.6,3.625344
6,6,0.6,0.6,3.625344
7,7,0.6,0.6,3.625344
8,8,0.6,0.6,3.625344
9,9,0.6,0.6,3.625344
