,Simulation number,Probability of honest cars,Probability of coerced cars,Expected Number of Edges
0,0,0.7,0.6,4.121472
1,1,0.7,0.6,4.121472
2,2,0.7,0.6,4.121472
3,3,0.7,0.6,4.121472
4,4,0.7,0.6,4.121472
5,5,0.7,0.6,4.121472
6,6,0.7,0.6,4.121472
7,7,0.7,0.6,4.121472
8,8,0.7,0.6,4.121472
9,9,0.7,0.6,4.121472
