,Simulation number,Probability of honest cars,Probability of coerced cars,Expected Number of Edges
0,0,0.3,0.4,1.4209919999999998
1,1,0.3,0.4,1.4209919999999998
2,2,0.3,0.4,1.4209919999999998
3,3,0.3,0.4,1.4209919999999998
4,4,0.3,0.4,1.4209919999999998
5,5,0.3,0.4,1.4209919999999998
6,6,0.3,0.4,1.4209919999999998
7,7,0.3,0.4,1.4209919999999998
8,8,0.3,0.4,1.4209919999999998
9,9,0.3,0.4,1.4209919999999998
