,Simulation number,Probability of honest cars,Probability of coerced cars,Expected Number of Edges
0,0,0.4,0.1,0.8194560000000002
1,1,0.4,0.1,0.8194560000000002
2,2,0.4,0.1,0.8194560000000002
3,3,0.4,0.1,0.8194560000000002
4,4,0.4,0.1,0.8194560000000002
5,5,0.4,0.1,0.8194560000000002
6,6,0.4,0.1,0.8194560000000002
7,7,0.4,0.1,0.8194560000000002
8,8,0.4,0.1,0.8194560000000002
9,9,0.4,0.1,0.8194560000000002
