,Simulation number,Probability of honest cars,Probability of coerced cars,Expected Number of Edges
0,0,1.0,0.3,5.999999999999999
1,1,1.0,0.3,5.999999999999999
2,2,1.0,0.3,5.999999999999999
3,3,1.0,0.3,5.999999999999999
4,4,1.0,0.3,5.999999999999999
5,5,1.0,0.3,5.999999999999999
6,6,1.0,0.3,5.999999999999999
7,7,1.0,0.3,5.999999999999999
8,8,1.0,0.3,5.999999999999999
9,9,1.0,0.3,5.999999999999999
