,Simulation number,Probability of honest cars,Probability of coerced cars,Expected Number of Edges
0,0,1.0,0.2,6.000000000000001
1,1,1.0,0.2,6.000000000000001
2,2,1.0,0.2,6.000000000000001
3,3,1.0,0.2,6.000000000000001
4,4,1.0,0.2,6.000000000000001
5,5,1.0,0.2,6.000000000000001
6,6,1.0,0.2,6.000000000000001
7,7,1.0,0.2,6.000000000000001
8,8,1.0,0.2,6.000000000000001
9,9,1.0,0.2,6.000000000000001
