,Simulation number,Probability of honest cars,Probability of coerced cars,Expected Number of Edges
0,0,0.7,0.3,3.118044
1,1,0.7,0.3,3.118044
2,2,0.7,0.3,3.118044
3,3,0.7,0.3,3.118044
4,4,0.7,0.3,3.118044
5,5,0.7,0.3,3.118044
6,6,0.7,0.3,3.118044
7,7,0.7,0.3,3.118044
8,8,0.7,0.3,3.118044
9,9,0.7,0.3,3.118044
