,Simulation number,Probability of honest cars,Probability of coerced cars,Expected Number of Edges
0,0,0.6,0.8,4.678528
1,1,0.6,0.8,4.678528
2,2,0.6,0.8,4.678528
3,3,0.6,0.8,4.678528
4,4,0.6,0.8,4.678528
5,5,0.6,0.8,4.678528
6,6,0.6,0.8,4.678528
7,7,0.6,0.8,4.678528
8,8,0.6,0.8,4.678528
9,9,0.6,0.8,4.678528
