,Simulation number,Probability of honest cars,Probability of coerced cars,Expected Number of Edges
0,0,0.4,0.8,4.157952
1,1,0.4,0.8,4.157952
2,2,0.4,0.8,4.157952
3,3,0.4,0.8,4.157952
4,4,0.4,0.8,4.157952
5,5,0.4,0.8,4.157952
6,6,0.4,0.8,4.157952
7,7,0.4,0.8,4.157952
8,8,0.4,0.8,4.157952
9,9,0.4,0.8,4.157952
