,Simulation number,Probability of honest cars,Probability of coerced cars,Expected Number of Edges
0,0,0.1,0.8,4.0344000000000015
1,1,0.1,0.8,4.0344000000000015
2,2,0.1,0.8,4.0344000000000015
3,3,0.1,0.8,4.0344000000000015
4,4,0.1,0.8,4.0344000000000015
5,5,0.1,0.8,4.0344000000000015
6,6,0.1,0.8,4.0344000000000015
7,7,0.1,0.8,4.0344000000000015
8,8,0.1,0.8,4.0344000000000015
9,9,0.1,0.8,4.0344000000000015
